"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"6213","213911_s_at",0.520829199700202,10.9060564208785,5.75764245958459,8.04197450137142e-08,4.81848125340305e-07,7.12103850050579,"H2AZ1","H2A.Z variant histone 1"
"3127","206330_s_at",-0.292427994252639,7.02761985046729,-5.75708526725816,8.06231509377771e-08,4.82937008695293e-07,7.11857028806024,"SHC3","SHC adaptor protein 3"
"5136","211702_s_at",0.242550333077061,5.85261876431776,5.75701557321287,8.06486286151817e-08,4.82959793451248e-07,7.11826157104952,"USP32","ubiquitin specific peptidase 32"
"3071","206144_at",-0.273734835166083,7.01100387068224,-5.75531498579619,8.12727581998912e-08,4.86566596176297e-07,7.11072925610523,"MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1"
"6887","215779_s_at",0.379742121649542,5.47545197447664,5.75521012638078,8.1311397273001e-08,4.86667167723417e-07,7.11026484686621,"H2BC8","H2B clustered histone 8"
"1462","203039_s_at",0.491579736833565,8.09642922076636,5.75398841021235,8.17629118628714e-08,4.89238175359926e-07,7.10485434922728,"NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1"
"1709","203526_s_at",-0.259677730779027,6.04267844757009,-5.75385039563294,8.1814072924443e-08,4.89412882409493e-07,7.10424317552462,"APC","APC regulator of Wnt signaling pathway"
"4366","209684_at",-0.538151230110138,9.56004808884112,-5.75338495692119,8.19868396570246e-08,4.90314747202759e-07,7.10218211795964,"RIN2","Ras and Rab interactor 2"
"2778","205512_s_at",0.384170918635469,8.33021442376636,5.75279091686187,8.22078623526695e-08,4.91504640945676e-07,7.09955171580038,"AIFM1","apoptosis inducing factor mitochondria associated 1"
"6561","214805_at",-0.397549285723787,7.98113173242991,-5.75187437424883,8.25500254198509e-08,4.93417976510337e-07,7.09549355878843,"EIF4A1","eukaryotic translation initiation factor 4A1"
"6879","215747_s_at",0.271611922871214,7.51988961393458,5.7496164136571,8.33989408420149e-08,4.98358433570024e-07,7.08549749610168,"RCC1","regulator of chromosome condensation 1"
"744","201742_x_at",0.577607764951432,9.77163893880374,5.74652983375614,8.45732654548658e-08,5.05240234351414e-07,7.07183647956585,"SRSF1","serine and arginine rich splicing factor 1"
"8435","219685_at",-0.3370159185651,6.65895355557944,-5.7443523573688,8.54114593039784e-08,5.10110840973077e-07,7.06220144381005,"TMEM35A","transmembrane protein 35A"
"5779","212978_at",0.358206159284657,7.92545438004673,5.74330760437721,8.58165139052168e-08,5.12392652558935e-07,7.0575792431633,"LRRC8B","leucine rich repeat containing 8 VRAC subunit B"
"1374","202880_s_at",-0.411700172863476,8.09042180421495,-5.74277104310656,8.60252728807867e-08,5.13501515028816e-07,7.05520556015082,"CYTH1","cytohesin 1"
"4529","210021_s_at",0.459706330229419,6.77117329454206,5.73980088896069,8.71899132438443e-08,5.20314096628972e-07,7.04206808546392,"CCNO","cyclin O"
"6997","216215_s_at",-0.296714547978183,9.65568836287851,-5.73930885241776,8.73843362817277e-08,5.21334716296047e-07,7.03989207680415,"RBFOX2","RNA binding fox-1 homolog 2"
"5694","212809_at",0.248537652271638,8.39187893091589,5.73813803526878,8.784868479667e-08,5.23964733223821e-07,7.03471459159347,"NFATC2IP","nuclear factor of activated T cells 2 interacting protein"
"737","201727_s_at",0.340182609866293,8.47315538751402,5.73740579410309,8.81403231538216e-08,5.25563505709555e-07,7.0314768244136,"ELAVL1","ELAV like RNA binding protein 1"
"14","200012_x_at",-0.259767076629142,12.9398678874766,-5.7365368284246,8.84876494778403e-08,5.27375935635471e-07,7.02763478471234,"RPL21","ribosomal protein L21"
"15","200012_x_at",-0.259767076629142,12.9398678874766,-5.7365368284246,8.84876494778403e-08,5.27375935635471e-07,7.02763478471234,"RPL21P28","ribosomal protein L21 pseudogene 28"
"4613","210206_s_at",0.274542706914144,5.08618277184112,5.73652693031637,8.8491613487458e-08,5.27375935635471e-07,7.02759102305939,"DDX11","DEAD/H-box helicase 11"
"6181","213842_x_at",0.283037743624202,10.2097300590748,5.73557725310967,8.88727533106262e-08,5.29505765246172e-07,7.02339248400567,"NSUN5P2","NSUN5 pseudogene 2"
"6182","213842_x_at",0.283037743624202,10.2097300590748,5.73557725310967,8.88727533106262e-08,5.29505765246172e-07,7.02339248400567,"NSUN5P1","NSUN5 pseudogene 1"
"462","201313_at",0.615516497051024,8.51209327079439,5.73535971376912,8.8960286253811e-08,5.29885607750246e-07,7.02243079098177,"ENO2","enolase 2"
"5170","211780_x_at",-0.251901372780091,9.74859710933645,-5.73409225295076,8.94719691663026e-08,5.32790991163207e-07,7.01682801495466,"DCTN1","dynactin subunit 1"
"6110","213652_at",-0.485298894625617,5.57052514223365,-5.73321250870626,8.98288252121798e-08,5.3477309970692e-07,7.01293951722868,"PCSK5","proprotein convertase subtilisin/kexin type 5"
"8791","220906_at",-0.242158774893036,5.86140380976636,-5.73312129081013,8.98659063145679e-08,5.34850958976366e-07,7.01253634939197,NA,NA
"2367","204714_s_at",0.716558316909921,6.12296437907477,5.73291760026901,8.99487630483469e-08,5.35201144727988e-07,7.01163608362009,"F5","coagulation factor V"
"1459","203033_x_at",0.326069803474665,8.72970459893458,5.73085548784244,9.07918168891185e-08,5.40043537418679e-07,7.00252297629638,"FH","fumarate hydratase"
"2244","204487_s_at",-0.426220055899368,7.77974381030841,-5.73080860770031,9.08110727778033e-08,5.40043537418679e-07,7.00231581888071,"KCNQ1","potassium voltage-gated channel subfamily Q member 1"
"6715","215176_x_at",1.35214807620901,11.5434558233458,5.73050178763476,9.09371972610697e-08,5.40649297376845e-07,7.0009600421383,"IGKV1D-39","immunoglobulin kappa variable 1D-39"
"6716","215176_x_at",1.35214807620901,11.5434558233458,5.73050178763476,9.09371972610697e-08,5.40649297376845e-07,7.0009600421383,"IGKV1-39","immunoglobulin kappa variable 1-39"
"4636","210276_s_at",-0.542939439780787,8.74973933457944,-5.72919635888298,9.14757441153348e-08,5.43706056580957e-07,6.99519204513621,"TRIOBP","TRIO and F-actin binding protein"
"1121","202397_at",0.546066880157282,8.50357852527103,5.72808381579452,9.19371865869832e-08,5.46303020991399e-07,6.99027686059071,"NUTF2","nuclear transport factor 2"
"2685","205312_at",-0.533296984940182,7.17998137749533,-5.72705575094175,9.23656208388697e-08,5.485644162646e-07,6.98573535115099,"SPI1","Spi-1 proto-oncogene"
"3926","208972_s_at",0.382890878625968,9.30641422536449,5.72705246747932,9.2366992318125e-08,5.485644162646e-07,6.98572084704707,"ATP5MC1","ATP synthase membrane subunit c locus 1"
"4071","209179_s_at",0.345908621981,10.1770216179813,5.72643307752869,9.26260649360346e-08,5.49956462821652e-07,6.98298488284748,"MBOAT7","membrane bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7"
"7247","217179_x_at",1.10447739907143,9.23012434703738,5.72497772009374,9.3237607680969e-08,5.53439960563407e-07,6.97655691133208,NA,NA
"8520","219928_s_at",0.47113357080084,7.09022268614019,5.72247688983793,9.42977260812158e-08,5.59583550004722e-07,6.96551336927178,"CABYR","calcium binding tyrosine phosphorylation regulated"
"6722","215193_x_at",-0.723471572120699,12.5520454894112,-5.72111282497546,9.48809382499728e-08,5.62894554585768e-07,6.95949081272028,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1"
"6723","215193_x_at",-0.723471572120699,12.5520454894112,-5.72111282497546,9.48809382499728e-08,5.62894554585768e-07,6.95949081272028,"HLA-DRB3","major histocompatibility complex, class II, DR beta 3"
"6724","215193_x_at",-0.723471572120699,12.5520454894112,-5.72111282497546,9.48809382499728e-08,5.62894554585768e-07,6.95949081272028,"HLA-DRB4","major histocompatibility complex, class II, DR beta 4"
"1822","203734_at",-0.24052972634448,9.5266614694486,-5.71831584335764,9.60878921791419e-08,5.69903247651802e-07,6.94714410715453,"FOXJ2","forkhead box J2"
"3310","206994_at",0.465929256445457,8.14089718566355,5.71705687545055,9.66360669524221e-08,5.72849555706523e-07,6.94158770306701,"CST4","cystatin S"
"7045","216365_x_at",0.885487327595357,7.67348421621495,5.71709660928976,9.66187193994826e-08,5.72849555706523e-07,6.94176305676718,"IGLV3-19","immunoglobulin lambda variable 3-19"
"7046","216365_x_at",0.885487327595357,7.67348421621495,5.71709660928976,9.66187193994826e-08,5.72849555706523e-07,6.94176305676718,"IGLJ3","immunoglobulin lambda joining 3"
"7047","216365_x_at",0.885487327595357,7.67348421621495,5.71709660928976,9.66187193994826e-08,5.72849555706523e-07,6.94176305676718,"IGLL5","immunoglobulin lambda like polypeptide 5"
"5016","211423_s_at",0.782628367438772,9.58946658291589,5.71649344007389,9.6882388615917e-08,5.74156985512893e-07,6.93910121565403,"SC5D","sterol-C5-desaturase"
"3080","206173_x_at",0.249016713542575,6.79274422813084,5.71631328959142,9.69612763869531e-08,5.74471715429534e-07,6.93830622416703,"GABPB1","GA binding protein transcription factor subunit beta 1"
"3081","206173_x_at",0.249016713542575,6.79274422813084,5.71631328959142,9.69612763869531e-08,5.74471715429534e-07,6.93830622416703,"GABPB1-IT1","GABPB1 intronic transcript"
"3920","208957_at",-0.181062659695639,7.58576714421495,-5.71611373283214,9.70487357357413e-08,5.74837049016354e-07,6.93742560977895,"ERP44","endoplasmic reticulum protein 44"
"3664","208358_s_at",0.348076446170656,6.79765139925234,5.7159824791897,9.7106302207737e-08,5.75025174619985e-07,6.93684641588119,"UGT8","UDP glycosyltransferase 8"
"7977","218731_s_at",0.483468787505984,8.47510017041122,5.71536066543363,9.73794788986939e-08,5.76489619633261e-07,6.93410258312556,"VWA1","von Willebrand factor A domain containing 1"
"883","201964_at",-0.381845823589726,8.82862648094392,-5.7148141574576,9.76201945983602e-08,5.77761167658767e-07,6.93169117860395,"SETX","senataxin"
"1127","202403_s_at",0.721757052923998,12.7602472995327,5.7142017978501,9.78906090764848e-08,5.79207764750746e-07,6.92898935778317,"COL1A2","collagen type I alpha 2 chain"
"1450","203020_at",-0.592748389634421,9.03941358634579,-5.71319522175532,9.83367051909961e-08,5.81692806416503e-07,6.9245485323675,"RABGAP1L","RAB GTPase activating protein 1 like"
"848","201912_s_at",0.429092846198101,8.83191133353271,5.71245093273911,9.8667842661881e-08,5.83496692684367e-07,6.92126513774149,"GSPT1","G1 to S phase transition 1"
"5809","213029_at",-0.744032219128789,9.93882911896262,-5.71152800084356,9.90799789885842e-08,5.85778501406904e-07,6.91719398681879,"NFIB","nuclear factor I B"
"9336","34868_at",0.258838641264953,6.85628664984112,5.71140707975302,9.91341014418474e-08,5.85943019211853e-07,6.91666061709894,"SMG5","SMG5 nonsense mediated mRNA decay factor"
"215","200877_at",0.415791519229408,10.9564578404673,5.71088639409271,9.93674840560226e-08,5.87166705706803e-07,6.91436399860933,"CCT4","chaperonin containing TCP1 subunit 4"
"2702","205351_at",0.42617801554363,8.07564204342056,5.71075776343978,9.94252220967652e-08,5.87352127248733e-07,6.91379665718643,"GGCX","gamma-glutamyl carboxylase"
"3105","206254_at",0.401274891909922,5.80389351328037,5.71010404434819,9.97191640893966e-08,5.88932449881798e-07,6.91091345395174,"EGF","epidermal growth factor"
"8028","218832_x_at",-0.42758995534905,7.31065447488785,-5.70953571230502,9.99754049228182e-08,5.90289334365436e-07,6.90840699070536,"ARRB1","arrestin beta 1"
"3083","206179_s_at",-0.443710999110839,6.11802958020561,-5.70943979782603,1.00018713041521e-07,5.90388604689859e-07,6.90798400096022,"TPPP","tubulin polymerization promoting protein"
"3588","208089_s_at",-0.345267777780082,6.0022551203271,-5.70914655233758,1.00151235934248e-07,5.91014298284652e-07,6.90669079089184,"TDRD3","tudor domain containing 3"
"1640","203388_at",-0.378582991247358,9.01331963860748,-5.70881877441575,1.00299568571936e-07,5.91732932615422e-07,6.90524533520692,"ARRB2","arrestin beta 2"
"2003","204044_at",0.628053857620337,7.67367353402804,5.70852617738003,1.00432162532179e-07,5.92358358312476e-07,6.9039550599651,"QPRT","quinolinate phosphoribosyltransferase"
"641","201581_at",-0.719118624916254,8.78282645145794,-5.70801094151283,1.00666066229063e-07,5.93580829262294e-07,6.9016830927232,"TMX4","thioredoxin related transmembrane protein 4"
"5679","212771_at",-0.509312363515129,8.24307245505607,-5.70719645665779,1.01036911925593e-07,5.9560992286719e-07,6.89809179109047,"FAM171A1","family with sequence similarity 171 member A1"
"922","202043_s_at",0.575726718418367,7.70242808820561,5.70680119034161,1.01217364666493e-07,5.96515878567436e-07,6.89634904543719,"SMS","spermine synthase"
"171","200794_x_at",-0.290669979095711,11.5382298951402,-5.7058848237979,1.01636934913558e-07,5.9883020113136e-07,6.89230899605048,"DAZAP2","DAZ associated protein 2"
"4538","210041_s_at",0.549776319733639,6.71200357081308,5.7055157239304,1.01806413723256e-07,5.99670186887471e-07,6.89068181786516,"PGM3","phosphoglucomutase 3"
"9169","221991_at",-0.243330457854682,8.51731804042991,-5.70407263231229,1.02471700436254e-07,6.03429413536216e-07,6.88432048467042,"NXPH3","neurexophilin 3"
"7134","216574_s_at",0.260845256988037,6.53559846675701,5.70302184767417,1.02958809707513e-07,6.06137690016517e-07,6.87968903405763,"RPE","ribulose-5-phosphate-3-epimerase"
"7135","216574_s_at",0.260845256988037,6.53559846675701,5.70302184767417,1.02958809707513e-07,6.06137690016517e-07,6.87968903405763,"RPEL1","ribulose-5-phosphate-3-epimerase like 1"
"8462","219763_at",0.414622416369808,6.53677503458878,5.70249848495171,1.03202270319837e-07,6.07410509650534e-07,6.87738242519812,"DENND1A","DENN domain containing 1A"
"6197","213881_x_at",0.189875752892323,12.12304454,5.70181285671783,1.03522069278657e-07,6.09131837796754e-07,6.87436083779178,"SUMO2","small ubiquitin like modifier 2"
"7414","217758_s_at",0.441410749210768,9.56056994060748,5.69826219826967,1.05193828894484e-07,6.18805197797196e-07,6.85871608308573,"TM9SF3","transmembrane 9 superfamily member 3"
"8547","219983_at",0.495632295111188,5.49752565547664,5.69776767971373,1.05428754917716e-07,6.20023474750979e-07,6.85653757239867,"PLAAT1","phospholipase A and acyltransferase 1"
"2310","204616_at",0.568662379030604,8.35917003651402,5.69606415822113,1.06241977326604e-07,6.2464115587565e-07,6.84903379888147,"UCHL3","ubiquitin C-terminal hydrolase L3"
"6140","213727_x_at",-0.239374097441948,9.32363217629907,-5.6954276401838,1.06547413204362e-07,6.2627169834682e-07,6.84623033550882,"MPPE1","metallophosphoesterase 1"
"1185","202532_s_at",0.266410492445459,5.32369318360748,5.69405587281207,1.0720859337998e-07,6.29991847649287e-07,6.8401891317201,"DHFR","dihydrofolate reductase"
"6180","213841_at",-0.520962659502813,6.67507322248598,-5.69359745244901,1.0743044413593e-07,6.31129076372508e-07,6.83817044279389,"TNR","tenascin R"
"378","201153_s_at",-0.457797000219566,10.4690394401028,-5.69248818471947,1.07969135086718e-07,6.34126578054121e-07,6.83328605958309,"MBNL1","muscleblind like splicing regulator 1"
"6052","213502_x_at",0.712566766135117,9.80997719405607,5.69207641538777,1.08169775284103e-07,6.35137576457354e-07,6.83147306649878,"GUSBP11","GUSB pseudogene 11"
"3388","207266_x_at",-0.426350519672409,10.4168929208318,-5.69008943966129,1.09143108833217e-07,6.40683849876338e-07,6.82272553563224,"RBMS1","RNA binding motif single stranded interacting protein 1"
"4608","210174_at",-0.338112189986275,5.70740288271028,-5.68910790161265,1.09627087235598e-07,6.43355381846415e-07,6.81840498488019,"NR5A2","nuclear receptor subfamily 5 group A member 2"
"8953","221508_at",-0.183502847527093,6.41871447204673,-5.68870856161953,1.09824596434689e-07,6.44344782083776e-07,6.81664727816357,"TAOK3","TAO kinase 3"
"2077","204177_s_at",-0.302581591574596,7.92440938076636,-5.68656663571976,1.10889941907404e-07,6.50423947228925e-07,6.80722066202228,"KLHL20","kelch like family member 20"
"6063","213521_at",-0.271617758944755,8.94756470250467,-5.68583690615386,1.11255202983485e-07,6.52394654758158e-07,6.80400955870251,"PTPN18","protein tyrosine phosphatase non-receptor type 18"
"5525","212452_x_at",-0.346949199310352,8.37344127487851,-5.68550192182137,1.11423272072993e-07,6.53208306130622e-07,6.80253556736421,"KAT6B","lysine acetyltransferase 6B"
"7765","218361_at",0.457060653094651,9.47349614715888,5.68523304632661,1.11558353051606e-07,6.53828190701983e-07,6.80135250065034,"GOLPH3L","golgi phosphoprotein 3 like"
"3055","206103_at",0.311754964291343,5.51371609435514,5.68502133103481,1.11664830220393e-07,6.5428015035525e-07,6.80042096313022,"RAC3","Rac family small GTPase 3"
"7034","216331_at",-0.310832980785014,7.92681367236449,-5.68325491554203,1.12557101304404e-07,6.59334881273934e-07,6.79264954499203,"ITGA7","integrin subunit alpha 7"
"9297","222364_at",-0.281819080101687,5.37762722752336,-5.68294088370926,1.12716459064402e-07,6.60094837669402e-07,6.7912680851904,"SLC44A1","solute carrier family 44 member 1"
"1092","202343_x_at",0.426597401015476,10.7084655358224,5.68218422690058,1.13101339759685e-07,6.62174764546787e-07,6.78793963953399,"COX5B","cytochrome c oxidase subunit 5B"
"8351","219496_at",-0.512373502957424,7.58518284500935,-5.67655642316451,1.16004711073811e-07,6.78994740440694e-07,6.76319108381718,"SOWAHC","sosondowah ankyrin repeat domain family member C"
"3790","208734_x_at",0.470826537023573,9.44096925551402,5.67555004899116,1.16531547573245e-07,6.8189928428955e-07,6.75876689663826,"RAB2A","RAB2A, member RAS oncogene family"
"8714","220577_at",-0.27586683222062,7.01798182952336,-5.67494956718131,1.16847016765835e-07,6.83565784876111e-07,6.75612728110957,"GVINP1","GTPase, very large interferon inducible pseudogene 1"
"8133","219039_at",0.275277246414497,9.15214448121495,5.67461264404786,1.17024389453489e-07,6.84423745457242e-07,6.75464629057979,"SEMA4C","semaphorin 4C"
"1937","203938_s_at",-0.370011172808239,8.01846702470093,-5.67238163777889,1.18205581830094e-07,6.91150611367093e-07,6.74484080372736,"TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"3444","207497_s_at",-0.250942830305069,5.76093528204673,-5.67104420058836,1.18919277772499e-07,6.95141203201627e-07,6.73896363761412,"MS4A2","membrane spanning 4-domains A2"
"475","201330_at",0.286151623071779,8.98091144079439,5.67029957802685,1.19318460196018e-07,6.97114527694463e-07,6.73569183062463,"RARS1","arginyl-tRNA synthetase 1"
"9036","221675_s_at",-0.668467951740675,9.31598516652337,-5.67029777614546,1.19319427753295e-07,6.97114527694463e-07,6.73568391359567,"CHPT1","choline phosphotransferase 1"
"4730","210547_x_at",0.362347101961996,8.82866213403738,5.66850443944168,1.20286221845047e-07,7.02578736926127e-07,6.72780510226134,"ICA1","islet cell autoantigen 1"
"1246","202644_s_at",-0.668069005374733,10.5277232453551,-5.6657819200913,1.21768644880861e-07,7.11051025649952e-07,6.71584661419032,"TNFAIP3","TNF alpha induced protein 3"
"6888","215780_s_at",0.78728230680999,7.99252100918692,5.66479898456088,1.22308247763888e-07,7.14014850647816e-07,6.71152989795527,"SET","SET nuclear proto-oncogene"
"911","202013_s_at",-0.240400609932797,8.25593785213084,-5.66444213767623,1.22504725961239e-07,7.14974543895832e-07,6.7099628489398,"EXT2","exostosin glycosyltransferase 2"
"3546","207877_s_at",0.273464405780432,7.85269893146729,5.66393792331515,1.22782871799785e-07,7.16410246743811e-07,6.70774874495155,"NVL","nuclear VCP like"
"4754","210620_s_at",0.23661128019528,7.01389562719626,5.66071349946597,1.24576301845718e-07,7.26684223567574e-07,6.69359219218303,"GTF3C2","general transcription factor IIIC subunit 2"
"1323","202771_at",-0.518368835346593,9.16832133195327,-5.65971713113542,1.2513566144917e-07,7.2975607015751e-07,6.689218606807,"PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)"
"6047","213496_at",-0.464891615142154,6.25737989359813,-5.65862241273089,1.25753074678971e-07,7.33164773174124e-07,6.68441379218034,"PLPPR4","phospholipid phosphatase related 4"
"2081","204192_at",-0.653628400379311,8.34900800493458,-5.65821278335681,1.25984869947847e-07,7.34324053635331e-07,6.68261602262643,"CD37","CD37 molecule"
"3491","207655_s_at",0.597301858908164,7.47834657468224,5.65700578012394,1.26670310919527e-07,7.38126186772966e-07,6.677319171983,"BLNK","B cell linker"
"1696","203505_at",-0.45001784957706,9.03486577504673,-5.65686036618165,1.26753135996254e-07,7.38239248266419e-07,6.67668107425655,"ABCA1","ATP binding cassette subfamily A member 1"
"5441","212316_at",0.354770913469738,7.6736757551028,5.65685538559597,1.26755973785725e-07,7.38239248266419e-07,6.67665921887295,"NUP210","nucleoporin 210"
"8641","220251_at",0.311141245818431,8.20002505424299,5.65672600585851,1.26829712344737e-07,7.38475693801353e-07,6.6760914893396,"UTP25","UTP25 small subunit processome component"
"1541","203192_at",0.458376089895146,7.76645356395327,5.65595058597133,1.27272536823609e-07,7.40860485381527e-07,6.67268902705155,"ABCB6","ATP binding cassette subfamily B member 6 (LAN blood group)"
"422","201243_s_at",0.55420954367206,11.3279265000654,5.65575475164096,1.27384612919045e-07,7.41319229478998e-07,6.67182976627102,"ATP1B1","ATPase Na+/K+ transporting subunit beta 1"
"4579","210108_at",-0.661171563133711,6.10019692604673,-5.65450352312613,1.28102979888116e-07,7.45305143824255e-07,6.66634014154383,"CACNA1D","calcium voltage-gated channel subunit alpha1 D"
"4428","209810_at",-1.32809438674771,12.9561501578411,-5.65390397258877,1.28448605887777e-07,7.47120930565736e-07,6.6637099143586,"SFTPB","surfactant protein B"
"654","201595_s_at",0.438917689397607,8.75553058618692,5.65265704878392,1.29170357826409e-07,7.5110292523173e-07,6.658240146468,"ZC3H15","zinc finger CCCH-type containing 15"
"2624","205193_at",-0.418790696715345,8.49628064417757,-5.65260490867041,1.29200624350995e-07,7.5110292523173e-07,6.6580114424097,"MAFF","MAF bZIP transcription factor F"
"6978","216063_at",-0.2557029318582,6.79508291698131,-5.65232119047276,1.29365440275847e-07,7.5186492062251e-07,6.65676697912584,"HBBP1","hemoglobin subunit beta pseudogene 1"
"7201","216984_x_at",1.04036592670056,10.3664058335888,5.65183200262509,1.29650100795796e-07,7.53322867283628e-07,6.65462135108128,"IGLJ3","immunoglobulin lambda joining 3"
"2805","205574_x_at",0.320305359893384,7.57260747213084,5.65166566228599,1.29747034832685e-07,7.53689566521565e-07,6.65389178827143,"BMP1","bone morphogenetic protein 1"
"3438","207474_at",-0.177777321661508,4.2396849768785,-5.65144203177258,1.2987746645665e-07,7.54250608562297e-07,6.65291097116654,"SNRK","SNF related kinase"
"8025","218829_s_at",0.444865721631595,7.43549569890654,5.65121606701646,1.30009390120095e-07,7.54820020856196e-07,6.65191993775069,"CHD7","chromodomain helicase DNA binding protein 7"
"9224","222144_at",-0.193737836220971,7.26102205994393,-5.65110032286563,1.30077015226718e-07,7.55015923494907e-07,6.65141231682682,"KIF17","kinesin family member 17"
"3638","208250_s_at",-1.17082903722871,10.2693705267757,-5.65032679948406,1.30529843286502e-07,7.57447004675293e-07,6.64802000823283,"DMBT1","deleted in malignant brain tumors 1"
"343","201093_x_at",0.410647234163267,9.98155017670094,5.64851150634399,1.31598612964241e-07,7.63450115251805e-07,6.64005997949428,"SDHA","succinate dehydrogenase complex flavoprotein subunit A"
"1533","203179_at",-0.295982503780086,7.19085978849533,-5.64719554202687,1.32378759139151e-07,7.67776129593364e-07,6.63429036777822,"GALT","galactose-1-phosphate uridylyltransferase"
"6062","213520_at",0.314021596764601,7.19581683931776,5.64700496213199,1.3249211636793e-07,7.68233627121151e-07,6.63345486465359,"RECQL4","RecQ like helicase 4"
"1283","202706_s_at",0.368200563729414,8.07542879893458,5.6467581641932,1.3263905363554e-07,7.6888554426658e-07,6.63237292414146,"UMPS","uridine monophosphate synthetase"
"1458","203032_s_at",0.213677211457071,4.7464095898972,5.64616425719417,1.32993306162725e-07,7.70738580292326e-07,6.62976939330716,"FH","fumarate hydratase"
"6330","214180_at",-0.245273863524284,8.45043853978505,-5.64435538596378,1.34077984108328e-07,7.76822600074327e-07,6.62184069864788,"MAN1C1","mannosidase alpha class 1C member 1"
"7297","217351_at",0.28992147378149,5.74113197047664,5.64223265181057,1.35361934334291e-07,7.84057702825841e-07,6.61253803345737,NA,NA
"1423","202968_s_at",0.519535926695988,7.47525060808411,5.64193520772295,1.35542805766584e-07,7.84697412547879e-07,6.61123466724559,"DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2"
"4042","209141_at",0.325076178582332,9.20153171083177,5.64196204523719,1.35526476541913e-07,7.84697412547879e-07,6.61135226465064,"UBE2G1","ubiquitin conjugating enzyme E2 G1"
"4043","209141_at",0.325076178582332,9.20153171083177,5.64196204523719,1.35526476541913e-07,7.84697412547879e-07,6.61135226465064,"LOC103021295","uncharacterized LOC103021295"
"5996","213407_at",-0.291686953789588,8.13911474852337,-5.64102449099029,1.36098074280825e-07,7.87707373818083e-07,6.60724424245373,"PHLPP2","PH domain and leucine rich repeat protein phosphatase 2"
"9092","221810_at",0.555272562034485,8.75988955840187,5.64091079045372,1.36167554490455e-07,7.87904860220933e-07,6.60674607325855,"RAB15","RAB15, member RAS oncogene family"
"6953","215949_x_at",0.950081424765301,7.2288434855514,5.63979954893963,1.3684844649902e-07,7.91639131188384e-07,6.60187755116221,"IGHM","immunoglobulin heavy constant mu"
"6954","215949_x_at",0.950081424765301,7.2288434855514,5.63979954893963,1.3684844649902e-07,7.91639131188384e-07,6.60187755116221,"IGHV3-33","immunoglobulin heavy variable 3-33"
"6955","215949_x_at",0.950081424765301,7.2288434855514,5.63979954893963,1.3684844649902e-07,7.91639131188384e-07,6.60187755116221,"IGHV3-30","immunoglobulin heavy variable 3-30"
"989","202168_at",0.359962059902532,9.74691196343925,5.63971021857504,1.36903326721152e-07,7.91751058740576e-07,6.6014862035996,"TAF9","TATA-box binding protein associated factor 9"
"990","202168_at",0.359962059902532,9.74691196343925,5.63971021857504,1.36903326721152e-07,7.91751058740576e-07,6.6014862035996,"AK6","adenylate kinase 6"
"3461","207549_x_at",0.608742644080928,10.0097265455607,5.63928516419729,1.37164755194899e-07,7.93057145824583e-07,6.59962412830657,"CD46","CD46 molecule"
"885","201966_at",0.301129993977126,10.2724397651215,5.63862281292045,1.37573108446547e-07,7.95211822442129e-07,6.59672265670498,"NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2"
"2051","204129_at",0.233898756768822,7.83064166947664,5.63803952628191,1.37933703642696e-07,7.97089397891645e-07,6.594167686422,"BCL9","BCL9 transcription coactivator"
"8427","219660_s_at",-0.423301141268121,7.29092226498131,-5.63791983138728,1.38007815064401e-07,7.97310900461509e-07,6.59364340471175,"ATP8A2","ATPase phospholipid transporting 8A2"
"5305","212070_at",0.773609292076362,9.3615467565514,5.63699189623901,1.38583690341013e-07,8.00430371142767e-07,6.58957911434248,"ADGRG1","adhesion G protein-coupled receptor G1"
"3667","208368_s_at",0.204977336803658,4.35309795286916,5.63651046930071,1.38883390886054e-07,8.01953511042744e-07,6.58747064195578,"BRCA2","BRCA2 DNA repair associated"
"1045","202264_s_at",0.397182676233639,6.70805646538318,5.63541790238926,1.39565901259149e-07,8.05685745533062e-07,6.58268596594237,"TOMM40","translocase of outer mitochondrial membrane 40"
"3099","206227_at",0.534035295190357,8.8173436744486,5.63235257072335,1.41498373433345e-07,8.166299547307e-07,6.56926466437056,"CILP","cartilage intermediate layer protein"
"713","201694_s_at",-0.833188880121392,10.4487729245514,-5.63152190271321,1.42026552442207e-07,8.19465993803649e-07,6.56562833877514,"EGR1","early growth response 1"
"3518","207789_s_at",-0.243614036221325,7.27433094197196,-5.631330678946,1.42148415236936e-07,8.19956804743632e-07,6.5647912805712,"DPP6","dipeptidyl peptidase like 6"
"8763","220744_s_at",-0.364837615108028,8.37375699734579,-5.63114556789721,1.42266480181111e-07,8.20425460112758e-07,6.56398099479841,"IFT122","intraflagellar transport 122"
